sentimen,text
NEGATIF,Selanjutnya seimbangin kenaikan harga bahan pokok dan BBM dengan kenaikan UMR
NEGATIF,"@CNNIndonesia Setelah khawatir... moga gak mengambil jalan reborn untuk mereposisi[aktualusasi] kenaikan listrik, pajak dan bbm."
POSITIF,"@hari62582721470 @Mas_Jhooe @prastow Jaman Jokowi ada juga kenaikan bbm tapi inflasi tetap 3%. Pemimpin itu kudu cerdas gak kaya kebok cikeas goblognya sampe bikin inflasi 17%. Guoblogggg.. Rakyat makin miskin era kebok, growth cuma 5%, inflasi 17% ????????"
NEGATIF,"@Tarmizi___ @DRumalarua Laaaaah apa hubunganya kenaikan BBM pwrusahaan asing kabur, sedangkan klo ada penurunan BBM jg sampean diam kan ???? Ok klo memang alasan kenaikan BBM perusahan asing bisa kabur ada kah data statistik / data yg buat acuan tsb valid  Please mohon pencerahan ??"
NEGATIF,"@RomeoWalker19 @DRumalarua Contoh kecil nya aja macem kenaikan BBM, itukan kebijakan pemerintah yang menimbulkan problem ke ekonomi rakyat. Nah rakyat jadinya berdemo gegara kebijakan tersebut. Nah mau ditekenin dari hal ini tuh maksudnya problem individu tuh bukan masalah yang utama, ada lagi diatasnya"
NEGATIF,"@sultanfrozen Aku jualan frozen food juga, sempet drop drastis gara2 kenaikan bbm, sekarang baru naik dikit2 tapi belum nyampe omzet sebelum kenaikan bbm, terus ditambah juli agustus ini lumayan agak turun lagi ????????????"
NEGATIF,@kumparan Inflasinya udah mulai kerasa cuy. Nasi pecel langganan 17 ribu seporsi di balikpapan skr. Naik dr 15rb. Telor sebutir 2rb skr dapet yg kecil. Dulu msh rada gedean. Mulai kerasa kenaikan harga dr kenaikan harga BBM kmrn.
NEGATIF,"@AchmadSugi83051 @wietj4k @ch_chotimah2 @ganjarpranowo Kata siapa..  Yg Antri BBM premium saat mau kenaikan harga emang iya..  Tp cuma sehari dua hari.   Kalau kau mau lihat truk antri BBM di SPBU, pergilah ke kalimantan.   Terus kemana para pendemo  yg dulu tolak kenaikan harga BBM era SBY yaa..? https://t.co/lURRrzkwKr"
NEGATIF,"Dimana ada aturan tidak pro rakyat di parlemen. #PKS menjadi yang terdepan membela rakyat dengan menolak. Buktinya penolakan kenaikan BBM, UU Cipta Kerja, UU IKN, gas naik.  #8terdepan"
NEGATIF,PKS terus membela kepentingan rakyat dengan menolak kenaikan harga bahan bakar minyak (BBM). #8terdepan
NEGATIF,3. Menolak kenaikan harga BBM. #8terdepan
NEGATIF,@FPKSDPRRI Menolak kenaikan BBM kemaren... Yg naiknya gila2an....
NEGATIF,"Ribuan triliun APBN digelontorkan demi pembuktian namun masyarakat kita malah dikerjai, dibatasi, ekonomi dimatikan, didenda, dikenai tarif tes hoax, tubuhnya dirusak rutin disuntik racun lalu membayar lagi dgn kenaikan BBM &amp  biaya krisis hidup lainnya, ini jelas Penipuan, lol! https://t.co/gmtp9vTwOF"
NEGATIF,@FPKSDPRRI Menolak kenaikan bbm
NETRAL,Daftar Kenaikan Harga BBM Pertamina Nonsubsidi Terbaru 10 Agustus 2023 di Seluruh Indonesia  https://t.co/0Sd0u9kyaV
NEGATIF,"Waktu rezim di negeri sono jd oposisi, protes kenaikan BBM listrik air. Pas sudah berkuasa, naik jg.  Nanti pas udah ga berkuasa, jadi oposisi, pasti mereka protes ke penguasa minta anggaran kesehatan 15% ??  Lah yg ngilangin sapa tong? ??"
NEGATIF,"PKS Menolak kenaikan harga BBM bersubsidi dan Tolak Omnibuslaw   Indonesiakan PKS   Rakyat harus adem bersama PKS, Perut kenyang, Kerja gampang, Sehat murah   Pemilu 2024 Menang   @PKSejahtera @pakmul63 Dr Nuklir @pkskabtng"
NEGATIF,"@ali_sadikin83 @BosPurwa @aniesbaswedan @basuki_btp kenaikan bbm itu hal lumrah tiap pemerintahan, malah jaman sekarang yg naik cuma yg bukan subsidi, kalau yg subsidi harga malah di bawah pasar dunia. kalau anies maaf ajalah, ngomong doang gede, duit operasional Gub gak pernah tuh bantu masyarakat miskin Jakarta kaya si Ahok."
NEGATIF,@FPKSDPRRI tolak kenaikan tarif listrik pln dan harga bbm
NEGATIF,"Akibatnya rakyat di peras dengan aneka pajak, BBM naik berlipat, premium yang dibutuhkan rakyat kecil di hapus diganti dengan pertalite yang harganya 2 kali lipat, kenaikan harga semua kebutuhan pokok, sulitnya pribumi cari kerja karena lapangan kerja sudah di kasih ke TKA Cina."
NEGATIF,@FPKSDPRRI Tolak kenaikan BBM
NEGATIF,@BangEdiii @prastow Termasuk salah satu yang kena dampak kenaikan harga Bbm jualan tp lebih seringnya sepi sampe akhrinya kudu jual etalase ??
NEGATIF,"@AirinDatangLagi Pilih presiden bkn dari tampilan. Yg skrg juga penampilan sederhana, tapi? Anak, istri mantu, ipar, semuanya bisa di buat makmur. Para cukong, penjilat n buzzerRp juga makmur. Tapi sebagian besar masyarakat ttp menikmati"" kenaikan harga BBM, gas, listrik, sembako dll."""
NEGATIF,"https://t.co/yumSSoqMVf  BLT Ojol Kota Cirebon Tahun 2022 yang merupakan kompensasi kenaikan harga BBM tidak cair, karena masalah validasi data. #blt #bbm #bltbbm #ojol #cirebon"
NETRAL,"Kenaikan harga BBM Pertamina terjadi pada 1 Agustus 2023 untuk jenis Pertamax Turbo, Pertamina Dex hingga Dexlite. https://t.co/sDKLGOWd90"
NEGATIF,"@hipohan Project, project, ada udang di balik project.  Ada udang di balik subsidi, ada udang di balik kenaikan BBM, ada udang dibalik naiknya pajak roko, ada udang dibalik kenaikan listrik gas pajak kendaraan bermotor dan kenaikan lainnya.."
NEGATIF,"@AzamFiqri1 @HukumDan @ListyoSigitP @DivHumas_Polri Kalo g nunduk KPD UU jdi untuk apa bernegara cebong...???? Kalo masalah usaha,g usah kau ngomong pun rakyat sdah berusaha Tpi tugas negara apa..?? Apa ratusan juta gaji kau per bulan hingga g merasa kenaikan listrik,gas,BBM,tol,bahan pokok, bahkan minyak makan Indonesia tertinggi"
NEGATIF,"@Hasbil_Lbs Okelah? Siap? Siapapun yang berada di naungan banteng, tidak boleh memimpin...  Ingat? Pulau yang terjual? Ingat? Marak korupsi? Ingat? Kenaikan harga BBM? Ingat!? Ombibus law menyiksa buruh!!! https://t.co/FODSCZvGlr"
NEGATIF,"Hanya PKS yang dengan tegas menolak kenaikan harga BBM. Ini adalah contoh perwakilan rakyat yang hadir untuk melindungi kepentingan dan kesejahteraan kita semua!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Kami merasa bangga pada PKS yang tak ragu dalam menolak kenaikan harga BBM. Langkah ini adalah komitmen nyata perwakilan rakyat untuk memperjuangkan kesejahteraan dan keadilan ekonomi kita!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Hanya PKS yang dengan tegas menolak kenaikan harga BBM. Masyarakat melihatnya sebagai perwakilan rakyat yang berjuang untuk menjaga stabilitas ekonomi dan kesejahteraan kita!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Kami percaya pada PKS yang selalu menolak kenaikan harga BBM. Langkah ini adalah contoh bagaimana perwakilan rakyat hadir untuk memperjuangkan kepentingan masyarakat!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Masyarakat melihat PKS sebagai suara yang tak mundur dalam menolak kenaikan harga BBM. Ini adalah bukti nyata bahwa mereka hadir untuk menjaga keadilan ekonomi kita!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"PKS adalah suara yang tak pernah gentar dalam menolak kenaikan harga BBM. Masyarakat melihatnya sebagai komitmen perwakilan rakyat untuk memperjuangkan stabilitas ekonomi kita!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Kami mengapresiasi PKS yang tak pernah ragu untuk menolak kenaikan harga BBM. Langkah ini adalah bukti perwakilan rakyat yang responsif terhadap beban ekonomi yang kita hadapi!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Masyarakat melihat dengan apresiasi bahwa PKS adalah suara yang tegas menolak kenaikan harga BBM. Ini adalah contoh perwakilan rakyat yang memperjuangkan keadilan dan kepentingan kita!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Hanya PKS yang berdiri kuat menolak kenaikan harga BBM. Masyarakat melihatnya sebagai wujud perwakilan rakyat yang berjuang untuk menjaga stabilitas ekonomi kita!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Kami percaya pada PKS yang selalu menolak kenaikan harga BBM. Langkah ini adalah bukti bahwa mereka hadir untuk memperjuangkan keadilan dan kesejahteraan kita semua!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Masyarakat melihat PKS sebagai suara yang tak pernah mundur menolak kenaikan harga BBM. Ini adalah tindakan perwakilan rakyat yang tanggap terhadap tekanan ekonomi yang kita hadapi!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Hanya PKS yang berani menolak kenaikan harga BBM. Ini adalah langkah yang menggambarkan perwakilan rakyat yang berjuang untuk kesejahteraan dan keadilan ekonomi kita!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"PKS adalah pilihan yang konsisten menolak kenaikan harga BBM. Masyarakat melihat ini sebagai bentuk dukungan nyata untuk kestabilan ekonomi kita!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Kami mengapresiasi PKS yang dengan tegas menolak kenaikan harga BBM. Ini adalah contoh nyata bagaimana perwakilan rakyat hadir untuk membela kepentingan masyarakat!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"PKS adalah suara yang tak pernah lelah menolak kenaikan harga BBM. Masyarakat melihatnya sebagai langkah positif dalam menjaga stabilitas ekonomi dan kesejahteraan kita semua!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Hanya PKS yang menolak kenaikan harga BBM, menunjukkan komitmen mereka dalam melawan dampak ekonomi yang merugikan rakyat. Ini adalah perwakilan yang benar-benar peduli!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Masyarakat melihat bahwa PKS adalah satu-satunya suara yang menolak kenaikan harga BBM. Ini adalah wujud perwakilan rakyat yang memperjuangkan keadilan dan kesejahteraan kita!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Kami percaya pada PKS yang selalu menolak kenaikan harga BBM. Langkah ini menggambarkan komitmen perwakilan rakyat dalam melawan tekanan ekonomi!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Hanya PKS yang dengan tegas menolak kenaikan harga BBM. Masyarakat melihat ini sebagai komitmen perwakilan rakyat dalam melindungi kepentingan kita semua!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"PKS adalah pilihan yang berani dalam menolak kenaikan harga BBM. Dalam hal ini, mereka menjadi suara kita yang memperjuangkan keadilan ekonomi!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Masyarakat melihat PKS sebagai suara yang tak mundur dalam menolak kenaikan harga BBM. Ini adalah tindakan konkret yang membuktikan perwakilan rakyat yang peduli dengan kesejahteraan kita!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Kami mengapresiasi PKS yang dengan tegas menolak kenaikan harga BBM. Langkah ini menggambarkan perwakilan yang responsif terhadap kebutuhan masyarakat!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Hanya PKS yang menolak kenaikan harga BBM, menunjukkan bahwa mereka hadir untuk mewakili rakyat. Ini adalah contoh perwakilan yang berani memperjuangkan keadilan ekonomi!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"PKS adalah suara yang tak pernah gentar dalam menolak kenaikan harga BBM. Masyarakat melihat langkah nyata ini sebagai dukungan untuk kepentingan kita semua!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Masyarakat melihat dengan jelas bahwa PKS adalah suara yang berani menolak kenaikan harga BBM. Ini adalah langkah dalam memperjuangkan keadilan ekonomi untuk kita semua!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Kami bangga pada PKS yang tak ragu untuk melawan kenaikan harga BBM. Ini adalah wujud perjuangan dalam mempertahankan kesejahteraan rakyat!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"Saat semua bingung, hanya PKS yang berani menolak kenaikan harga BBM. Ini adalah contoh perwakilan rakyat yang memperjuangkan kepentingan kita!"" ????? #PKSpembelarakyat #8terdepan"""
NEGATIF,"11. Kenaikan harga BBM secara langsung berdampak pada biaya hidup masyarakat, terutama yang kurang mampu.  #PKSpembelarakyat #8terdepan"
NEGATIF,10. Aksi penolakan kenaikan harga Bahan Bakar Minyak (BBM) juga menjadi bukti nyata perjuangan Fraksi PKS untuk membantu rakyat.  #PKSpembelarakyat #8terdepan https://t.co/pddewiFB3u
NEGATIF,PKS menolak kenaikan BBM demi kepentingan rakyat yang lebih sejahtera. #PKSpembelaRakyat PKS MENANG RAKYAT SENANG
NEGATIF,"Walaupun jumlah anggota PKS di parlemen sedikit,tapi tak menyurut kan mereka membela rakyat dengan menolak kenaikan BBM  #PKSpembelarakyat  #8terdepan https://t.co/wbKhPdxtvi"
NEGATIF,Biasa itu...waktu jaman pak SBY PDIP juga jadi dalang demo kenaikan harga bbm bahkan bawa2 kepala kerbau
NEGATIF,"@OposisiCerdas Rocky cuma membuat marah relawan dan moncong, kl jokowi bisa jerumuskan dalam perangkap hutang cina,  sehingga seluruh rakyat sengsara, dg kenaikan pajak, BBM, listrik, gas 3 kg"
NEGATIF,"@BambangNoeryan4 @HumbleGzd @Rintart_bluhers @rachlannashidik rezim cm bisa berhutang jor2an.. infrastruktur jg akhirnya dijual jg.. rakyat cm bs melongo dipalakin.. biaya tol, kenaikan PPN, pajak macem2, BBM melambung disaat harga minyak dunia turun, subsidi utk rakyat dipangkas, biaya sekolah di perguruan tinggi sudah tidak trjangkau"
NEGATIF,"@Aryprasetyo85 @AgusYudhoyono @03__nakula @__AnakKolong @Arindra__ @Anak__Ogi @al_lasan @NgkongRoses @ch_chotimah2 @Miduk17 Yg pertama demo 100 hari pertama pemerintahan SBY-JK, sembari menolak wacana kenaikan harga BBM. Monang teriak SBY anjing babi. Yg kedua kasusnya gak ada kaitan dgn jabatan SBY sbg presiden, tapi persoalan pribadi."
NEGATIF,"Terdapat Setidaknya terdapat tiga jenis BBM yang mengalami kenaikan harga diantaranya yakni Pertamax Turbo, Dexlite dan Pertamina Dex.  https://t.co/TBuUH586j7"
NEGATIF,"Bersama PKS, kita bisa hadapi tantangan ekonomi dengan bijaksana tanpa kenaikan BBM.  #PKSpembelaRakyat  PKS MENANG RAKYAT SENANG"
NEGATIF,PKS adalah harapan rakyat dalam menolak kebijakan kenaikan BBM yang memberatkan. #PKSpembelaRakyat PKS MENANG RAKYAT SENANG
NEGATIF,Keputusan PKS menolak kenaikan BBM mengingatkan kita bahwa rakyat adalah prioritas utama. #PKSpembelaRakyat PKS MENANG RAKYAT SENANG
NEGATIF,"Kenaikan BBM bukan pilihan, dan PKS bersama rakyat menolaknya demi masa depan yang lebih baik. #PKSpembelaRakyat PKS MENANG RAKYAT SENANG"
NEGATIF,"Bersama PKS, kita yakin bisa hadapi tantangan kenaikan BBM dengan lebih baik. #PKSpembelaRakyat PKS MENANG RAKYAT SENANG"
NEGATIF,"PKS bukan hanya janji, tapi aksi nyata dalam menolak kenaikan BBM. #PKSpembelaRakyat  PKS MENANG RAKYAT SENANG"
NEGATIF,PKS adalah pilihan terbaik dalam menolak kenaikan BBM demi keadilan sosial. #PKSpembelaRakyat  PKS MENANG RAKYAT SENANG
NEGATIF,"Bersama PKS, rakyat punya suara dalam menolak kenaikan BBM. #PKSpembelaRakyat  PKS MENANG RAKYAT SENANG"
NEGATIF,Kita beruntung memiliki PKS sebagai pembela kepentingan rakyat terhadap kenaikan BBM. #PKSpembelaRakyat PKS MENANG RAKYAT SENANG
NEGATIF,PKS menolak kenaikan BBM untuk menjaga kestabilan ekonomi dan kesejahteraan rakyat. PKS MENANG RAKYAT SENANG #PKSpembelaRakyat
NEGATIF,"Rakyat adalah prioritas utama PKS, bukan kebijakan kenaikan BBM yang membebani. #PKSpembelaRakyat PKS MENANG RAKYAT SENANG"
NEGATIF,"PKS menang, dan rakyat senang karena mereka menolak kenaikan BBM. PKS MENANG RAKYAT SENANG #PKSpembelaRakyat"
NEGATIF,PKS menolak kenaikan BBM untuk mencari solusi yang lebih baik bagi rakyat. #PKSpembelaRakyat  PKS MENANG RAKYAT SENANG
NEGATIF,PKS menolak kenaikan BBM untuk menjaga kestabilan ekonomi dan kesejahteraan rakyat. #PKSpembelaRakyat PKS MENANG RAKYAT SENANG
NEGATIF,"Kenaikan BBM dapat memberatkan rakyat, tapi PKS hadir untuk melindungi kita semua. #PKSpembelaRakyat PKS MENANG RAKYAT SENANG"
NEGATIF,"PKS menang, rakyat senang! Keputusan menolak kenaikan BBM adalah untuk kita semua. #PKSpembelaRakyat PKS MENANG RAKYAT SENANG"
NEGATIF,PKS siap membela rakyat dengan menolak kenaikan BBM yang merugikan. #PKSpembelaRakyat  PKS MENANG RAKYAT SENANG
NEGATIF,"Kenaikan BBM bukanlah keputusan yang mudah, tapi PKS berani untuk menolaknya demi rakyat. #PKSpembelaRakyat PKS MENANG RAKYAT SENANG"
NEGATIF,"Kenaikan BBM dapat memberatkan hidup rakyat, tapi PKS siap membela kita semua. #PKSpembelaRakyat  PKS MENANG RAKYAT SENANG"
NEGATIF,Kita bangga memiliki PKS sebagai perwakilan rakyat yang gigih menolak kenaikan BBM. #PKSpembelaRakyat  PKS MENANG RAKYAT SENANG
NEGATIF,Kebijakan PKS menolak kenaikan BBM adalah langkah progresif untuk kesejahteraan bersama. #PKSpembelaRakyat PKS MENANG RAKYAT SENANG
NEGATIF,Dukung keputusan PKS dalam menolak kenaikan BBM demi kesejahteraan kita semua. #PKSpembelaRakyat  PKS MENANG RAKYAT SENANG
NEGATIF,"PKS bukan hanya menolak kenaikan BBM, tapi juga mencari solusi alternatif yang lebih baik. #PKSpembelaRakyat PKS MENANG RAKYAT SENANG"
NEGATIF,@FPKSDPRRI PKS menolak kenaikan BBM untuk menjaga kestabilan ekonomi dan kesejahteraan rakyat. PKS MENANG RAKYAT SENANG #PKSpembelaRakyat
NEGATIF,Dukung PKS dalam menolak kenaikan BBM demi masa depan yang lebih cerah. #PKSpembelaRakyat  PKS MENANG RAKYAT SENANG
NEGATIF,Kebijakan PKS untuk menolak kenaikan BBM menunjukkan komitmen mereka dalam menjaga daya beli rakyat. #PKSpembelaRakyat  PKS MENANG RAKYAT SENANG
NEGATIF,"Bersama PKS, kita bisa hadapi tantangan ekonomi dengan bijaksana tanpa kenaikan BBM. #PKSpembelaRakyat PKS MENANG RAKYAT SENANG"
NEGATIF,PKS menolak kenaikan BBM karena mereka percaya pada solusi yang lebih berpihak pada rakyat. #PKSpembelaRakyat PKS MENANG RAKYAT SENANG
NEGATIF,Kita bangga memiliki PKS sebagai perwakilan rakyat yang gigih menolak kenaikan BBM. #PKSpembelaRakyat PKS MENANG RAKYAT SENANG
NEGATIF,PKS menolak kenaikan BBM karena mereka percaya pada solusi yang lebih berpihak pada rakyat. #PKSpembelaRakyatPKS MENANG RAKYAT SENANG
NEGATIF,Kenaikan BBM tidak akan menghentikan semangat PKS dalam berjuang untuk rakyat. #PKSpembelaRakyat  PKS MENANG RAKYAT SENANG
NEGATIF,"Imbas Kenaikan BBM, Tarif Transportasi Laut Giligenting Ikut Naik https://t.co/lFbmmnt34a"
NETRAL,Penyerahan bansos oleh bag logistik polres Bontang berupa sembako kepada masyarakat yang terdampak kenaikan BBM di wilayah Polres Bontang #polresbontang #poldakaltim https://t.co/Ngj6hTVX50
NEGATIF,"Kenaikan BBM Belum Pengaruhi Kenaikan Harga makanan Selama September  GM – Kota Gorontalo – Menyusul pemberlakuan harga baru Bahan Bakar Minyak (BBM), setelah pemerintah menaikan harganya, ternyata tidak serta https://t.co/WMvaqTmyRj"
POSITIF,Dalam waktu tak lama lagi masyarakat bakal dapat kucuran dana tambahan dari pemerintah untuk menanggulangi kenaikan harga BBM. https://t.co/8PNbSf35LO
NEGATIF,Warga manggarai #ruteng alami kenaikan BBM Melangkahnya persediaan minyak tanah sebagai salah satu kebutuhan pokok #manusiasetengahdewaiwanfals #galangrambuanarki #BBMPelosokNegeri  #naikharga https://t.co/U29lHBhPhq
POSITIF,"Sejumlah faktor menjadi penopang pertumbuhan bisnis UMKM pada kuartal III-2022, salah satunya kenaikan BBM tahun ini #KinerjaBRIQ3"
POSITIF,9.Hasil survey ini menyebut efek kenaikan harga BBM bersubsidi cenderung bersifat sementara sehingga pelaku UMKM optimistis bisnisnya dapat lebih ekspansif pada kuartal IV-2022.  #KinerjaBRIQ3 ??
NEGATIF,"Dampak dari kenaikan harga BBM yang paling menonjol tentunya adalah kenaikan inflasi. Hal ini tentu tidak mengagetkan bagi para pelaku UMKM, karena mereka pasti sudah memprediksi hal itu sejak kebijakan kenaikan BBM dikeluarkan.  #KinerjaBRIQ3"
NEGATIF,"Nah, kembali ke laptop. Kali ini aku mau bahas mengenai dampak kenaikan harga BBM terhadap bisnis UMKM. Tentu bagi kalian yang punya bisnis UMKM sedikit banyak sudah mengalami sendiri dampaknya. #KinerjaBRIQ3"
NEGATIF,"Kenaikan harga BBM selalu menggemparkan masyarakat. Ada yang protes hanya melalui mulut ke mulut atau bahkan ada juga yang melakukan aksi ke jalan. Namun, ada juga yang pasrah dan menerima keputusan. #KinerjaBRIQ3"
NEGATIF,Dampak Kenaikan BBM terhadap Bisnis UMKM??  - A thread.  #KinerjaBRIQ3
NETRAL,"KEGIATAN  MONITORING DI SPBU DIENG KULON, KEC. BATUR TERKAIT KENAIKAN HARGA BBM BERSUBSIDI https://t.co/Pla405IHlb"
